id,Convert Video to Mp3 Plus,Word Connect : Wordscapes 2021,Skat LITE,Color Splash for iPad,Medication Reminder & Refills,SHIFTAR: Work schedule planner,Wallpapers for Roblox Robux HD,SongShift,Teleprompter Pro 2,Forbidden Desert,Easy Calendar,NICU2HOME: Supporting Preemies,Toddler games: for 2 year olds,Dialup: Reviving the Phone,Astrolis Horoscopes & Tarot,Immediate Contact Transfer,MCECU Mobile,Atlantic Aviation,Mechanics Bank Mobile Banking,FGTeeV Goozy,Lirica - Learn Languages,Book of the Month,Office Design 3D,Take a Name LDS Family History,Cats and Sharks,Journey Planner / Map -Transit,Webull: Investing & Trading,Idle Skies,Nyjah Huston: #Skatelife,Hidden Expedition: Mithridates,Barcos Pro - Barcode Scanner,GDI Mobile,Lugmety,Five Nights at Freddy's 4,Five Suits Lite,Kawa & Khaje,Lathe Machine 3D,Sudoku ▦,Hidden Objects Game - Romance,Circle Pool,Valentine's Day & Love Frames,CREATIFY - Art Coloring Game,Dungeon Corporation,Multifly: Multiplication Game,XAPiT,Twins Babysitter Daycare Game,Mr Spy - Bullet Agent,Learn 3 Letter Words Spelling,NRLFCU Mobile Banking,RadarBox · Live Flight Tracker
387.0,,,5.0,2.0,2.0,,4.0,,2.0,,,2.0,4.0,,,,3.0,,2.0,3.0,,,2.0,3.0,,5.0,3.0,,1.0,1.0,,,,5.0,,,,5.0,,5.0,4.0,5.0,5.0,2.0,,1.0,2.0,,,1.0
388.0,3.0,3.0,2.0,1.0,4.0,5.0,3.0,2.0,3.0,3.0,,,3.0,,4.0,3.0,5.0,5.0,,,,4.0,,3.0,5.0,4.0,,,,3.0,,3.0,5.0,,,3.0,,,,3.0,,,,4.0,2.0,,5.0,5.0,3.0,4.0
389.0,,,1.0,,3.0,1.0,4.0,3.0,,3.0,2.0,1.0,,1.0,,,,2.0,2.0,,,2.0,,3.0,,,,,2.0,3.0,1.0,3.0,3.0,,,,,,,,2.0,5.0,,,5.0,4.0,5.0,5.0,1.0,
390.0,,,,,4.0,,2.0,1.0,,3.0,,3.0,,,,,,,3.0,3.0,,3.0,3.0,4.0,5.0,2.0,5.0,2.0,,,,,,,,,4.0,5.0,1.0,4.0,1.0,2.0,,,5.0,4.0,,,3.0,
391.0,4.0,,,,5.0,4.0,3.0,2.0,1.0,,4.0,1.0,,4.0,,,,5.0,2.0,3.0,,5.0,3.0,,3.0,,,3.0,1.0,3.0,5.0,2.0,1.0,,,2.0,,,,,5.0,5.0,5.0,2.0,,,,,,4.0
392.0,4.0,4.0,4.0,,2.0,,,,4.0,2.0,1.0,,3.0,,,1.0,,,,,1.0,,,,,,4.0,,4.0,,,2.0,3.0,,,,4.0,3.0,1.0,,,,2.0,3.0,4.0,,,,4.0,
393.0,,,2.0,,,,3.0,3.0,5.0,1.0,,,,,,,,3.0,,,3.0,,,,2.0,1.0,4.0,,2.0,,1.0,1.0,,2.0,,,,3.0,,1.0,,1.0,,1.0,1.0,5.0,5.0,3.0,,
394.0,1.0,3.0,,5.0,,3.0,,,2.0,2.0,,,5.0,5.0,4.0,,,,5.0,,2.0,2.0,5.0,2.0,3.0,3.0,,5.0,5.0,4.0,,2.0,3.0,,5.0,,5.0,,,,5.0,1.0,4.0,5.0,2.0,1.0,,,,
395.0,1.0,,,5.0,,2.0,,,,,,1.0,,5.0,,4.0,1.0,,,2.0,,2.0,3.0,2.0,,4.0,4.0,,5.0,1.0,1.0,,,,,,5.0,1.0,3.0,,2.0,3.0,,1.0,2.0,,1.0,,5.0,2.0
396.0,5.0,,,5.0,2.0,4.0,4.0,,,,5.0,,,,2.0,2.0,,,2.0,,3.0,,2.0,2.0,2.0,,,2.0,5.0,,,,,2.0,,5.0,3.0,,,4.0,,2.0,4.0,2.0,,,,4.0,2.0,4.0
397.0,,2.0,4.0,1.0,,5.0,1.0,2.0,,,4.0,,,1.0,4.0,,3.0,2.0,,,,,3.0,,,,,,,5.0,,5.0,5.0,1.0,,3.0,1.0,5.0,,1.0,,5.0,,,1.0,,,2.0,,
398.0,2.0,,2.0,,2.0,3.0,1.0,,,2.0,1.0,1.0,3.0,2.0,,,4.0,1.0,1.0,2.0,2.0,1.0,,,1.0,4.0,,,4.0,,,,4.0,,4.0,2.0,,4.0,3.0,,,2.0,4.0,,,1.0,,,5.0,4.0
399.0,1.0,5.0,1.0,4.0,,,,,,5.0,,,,4.0,1.0,4.0,5.0,1.0,3.0,,2.0,,,,2.0,3.0,1.0,5.0,,5.0,,,,,,,5.0,4.0,4.0,,,4.0,1.0,,3.0,,,5.0,3.0,3.0
400.0,2.0,,,1.0,2.0,5.0,,2.0,2.0,,2.0,3.0,5.0,,,,,3.0,,,3.0,,1.0,,5.0,5.0,,,3.0,,3.0,,,,2.0,4.0,,4.0,,2.0,2.0,,1.0,,1.0,,2.0,,,
401.0,,4.0,,,1.0,,,5.0,,,2.0,,,3.0,,,,1.0,3.0,,,,,4.0,1.0,,3.0,4.0,,,4.0,4.0,,,,,4.0,,1.0,,3.0,,,,,5.0,,,,
402.0,3.0,,,,4.0,4.0,1.0,4.0,,,,,1.0,,4.0,4.0,3.0,3.0,2.0,,5.0,3.0,2.0,,,5.0,2.0,4.0,5.0,3.0,,2.0,,,4.0,,1.0,,2.0,4.0,4.0,1.0,1.0,,,,,2.0,,
403.0,,,,,3.0,1.0,5.0,2.0,4.0,,5.0,3.0,2.0,5.0,4.0,5.0,1.0,,,1.0,2.0,1.0,3.0,5.0,,,,4.0,,4.0,,,,3.0,1.0,2.0,4.0,2.0,,,,,5.0,3.0,,2.0,1.0,3.0,5.0,1.0
404.0,4.0,,5.0,1.0,4.0,,,,5.0,,4.0,2.0,1.0,3.0,5.0,,,,1.0,4.0,1.0,4.0,3.0,4.0,4.0,,5.0,,,3.0,5.0,1.0,,,,2.0,5.0,4.0,1.0,,5.0,,1.0,3.0,,,,2.0,5.0,2.0
405.0,,4.0,,1.0,2.0,1.0,5.0,2.0,,5.0,,,5.0,5.0,,4.0,3.0,,,2.0,,,4.0,3.0,2.0,,1.0,5.0,,2.0,2.0,,,,,4.0,5.0,3.0,2.0,1.0,3.0,2.0,5.0,2.0,5.0,,2.0,,,5.0
406.0,5.0,1.0,,,5.0,,4.0,,3.0,3.0,,5.0,3.0,3.0,2.0,,4.0,,5.0,,,,,5.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,3.0,,,1.0,4.0,,,,5.0,,4.0,,,,,,,,1.0
407.0,,3.0,,,3.0,3.0,,,4.0,5.0,3.0,,,,,4.0,3.0,,,,3.0,5.0,3.0,,,,,2.0,,,2.0,1.0,,2.0,1.0,1.0,1.0,,,2.0,,,,5.0,5.0,,3.0,,3.0,2.0
408.0,5.0,,5.0,2.0,,4.0,,2.0,1.0,4.0,4.0,,1.0,1.0,5.0,,,,,,1.0,2.0,,,,,,4.0,1.0,,5.0,2.0,4.0,5.0,,2.0,4.0,4.0,,3.0,,4.0,,2.0,4.0,1.0,3.0,4.0,2.0,3.0
409.0,5.0,,,,,2.0,,,1.0,,5.0,,5.0,4.0,4.0,4.0,1.0,,4.0,,2.0,4.0,1.0,4.0,,3.0,3.0,,,1.0,,,3.0,5.0,,,4.0,2.0,,,2.0,,5.0,,4.0,,4.0,,,
410.0,3.0,,,4.0,3.0,,5.0,1.0,,,,,,1.0,2.0,,5.0,2.0,,1.0,1.0,4.0,,,,,2.0,1.0,3.0,,4.0,5.0,,2.0,,,,,4.0,4.0,,,,,3.0,2.0,,2.0,2.0,
411.0,,,,5.0,5.0,3.0,4.0,2.0,4.0,1.0,,,3.0,5.0,,5.0,,,4.0,,,,,,,,,,5.0,,3.0,3.0,,4.0,,4.0,2.0,5.0,,,,3.0,,3.0,2.0,,2.0,,5.0,4.0
412.0,3.0,1.0,4.0,1.0,5.0,2.0,3.0,4.0,1.0,,4.0,,2.0,3.0,1.0,,5.0,,1.0,,5.0,2.0,3.0,,,,,,5.0,,,2.0,,3.0,,3.0,,3.0,,,,,,,3.0,,,1.0,,3.0
413.0,3.0,3.0,,,5.0,,3.0,5.0,4.0,4.0,,,2.0,,,4.0,5.0,,,3.0,1.0,4.0,2.0,5.0,,3.0,4.0,4.0,2.0,,4.0,3.0,,,5.0,4.0,3.0,,2.0,2.0,,,,,2.0,1.0,,,5.0,5.0
414.0,3.0,5.0,,,,5.0,,,4.0,,4.0,,4.0,4.0,3.0,,3.0,5.0,2.0,3.0,3.0,2.0,2.0,,,,2.0,4.0,5.0,,3.0,5.0,3.0,,,5.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,,,2.0,1.0,2.0,3.0
415.0,2.0,,3.0,5.0,,3.0,2.0,2.0,,5.0,2.0,5.0,4.0,4.0,3.0,,,1.0,1.0,,5.0,2.0,,2.0,1.0,,5.0,1.0,,,2.0,3.0,,,5.0,1.0,,,,,3.0,,1.0,4.0,,,2.0,,,
416.0,1.0,,,,,,5.0,1.0,,4.0,,,2.0,2.0,2.0,,,,1.0,4.0,,,,,5.0,5.0,2.0,,,,,,3.0,2.0,1.0,,,1.0,3.0,,,2.0,4.0,,,5.0,3.0,2.0,5.0,
417.0,,,4.0,,5.0,,,,,5.0,3.0,,,,1.0,,3.0,,4.0,,1.0,4.0,,4.0,2.0,3.0,,,,,5.0,5.0,,,,,2.0,4.0,,,2.0,4.0,,,3.0,,,3.0,4.0,
418.0,5.0,2.0,3.0,3.0,,,,2.0,2.0,,1.0,4.0,,2.0,5.0,5.0,,3.0,,3.0,5.0,5.0,2.0,2.0,1.0,5.0,,,,4.0,,4.0,,,4.0,5.0,3.0,,,,2.0,1.0,2.0,,,,,2.0,,
419.0,2.0,1.0,,,4.0,3.0,4.0,2.0,5.0,1.0,,3.0,4.0,1.0,,2.0,,,4.0,2.0,3.0,,,,4.0,3.0,,5.0,5.0,5.0,,4.0,2.0,3.0,3.0,,3.0,2.0,,,4.0,,5.0,,3.0,,,2.0,,3.0
420.0,,,2.0,,2.0,3.0,,3.0,5.0,2.0,4.0,,,5.0,,,,2.0,5.0,,,,5.0,4.0,3.0,,5.0,,,,,5.0,,,,2.0,,,,,,4.0,,,,2.0,,,,
421.0,3.0,,,1.0,,,5.0,,1.0,,3.0,,4.0,3.0,4.0,2.0,1.0,1.0,,4.0,,,,2.0,1.0,,2.0,1.0,,,5.0,1.0,,,1.0,4.0,,3.0,1.0,,1.0,1.0,1.0,,,,5.0,1.0,,
422.0,2.0,2.0,,1.0,,2.0,5.0,,,5.0,,,,,5.0,2.0,,,1.0,4.0,2.0,,5.0,2.0,3.0,,,3.0,2.0,,2.0,,3.0,1.0,5.0,,5.0,3.0,,1.0,,2.0,3.0,,,5.0,,2.0,2.0,
423.0,5.0,,1.0,,,2.0,,,3.0,1.0,5.0,3.0,3.0,,,3.0,5.0,,,5.0,,2.0,,1.0,,1.0,,1.0,,,,3.0,4.0,,1.0,4.0,3.0,,,,,,1.0,,3.0,,,3.0,,3.0
424.0,5.0,2.0,,3.0,,2.0,5.0,1.0,2.0,2.0,5.0,2.0,,,3.0,3.0,4.0,,1.0,2.0,,3.0,,,2.0,1.0,,2.0,5.0,3.0,,2.0,4.0,5.0,5.0,3.0,5.0,1.0,4.0,4.0,4.0,2.0,,5.0,,2.0,,4.0,,
425.0,2.0,5.0,1.0,4.0,,5.0,,1.0,5.0,,,1.0,5.0,,,,,3.0,,2.0,,3.0,,4.0,,,,,5.0,5.0,5.0,5.0,,1.0,5.0,2.0,,4.0,,,,4.0,2.0,,,,,,2.0,1.0
426.0,1.0,,,3.0,3.0,,,,,,,4.0,4.0,,5.0,,4.0,1.0,,2.0,3.0,,3.0,,,,2.0,,,,,2.0,,5.0,4.0,5.0,,,3.0,,,4.0,1.0,5.0,5.0,2.0,,3.0,,2.0
427.0,,,1.0,4.0,5.0,,1.0,2.0,5.0,,,2.0,2.0,,,3.0,,2.0,,,4.0,5.0,5.0,2.0,,3.0,5.0,,,2.0,1.0,4.0,,5.0,3.0,,5.0,1.0,,5.0,,,,,,3.0,,5.0,,3.0
428.0,,,4.0,,,4.0,1.0,4.0,4.0,,5.0,4.0,,,1.0,,4.0,2.0,4.0,4.0,,4.0,5.0,,3.0,5.0,,2.0,5.0,4.0,3.0,,3.0,2.0,,,,,3.0,4.0,4.0,,1.0,2.0,2.0,5.0,,,1.0,
429.0,,4.0,3.0,1.0,,,5.0,,,5.0,,5.0,5.0,,,3.0,3.0,1.0,5.0,2.0,,1.0,2.0,1.0,,2.0,,,,2.0,2.0,1.0,,4.0,2.0,4.0,3.0,1.0,,,2.0,3.0,,,1.0,4.0,3.0,1.0,,
430.0,,1.0,,5.0,2.0,2.0,,1.0,4.0,,2.0,,,5.0,2.0,,,,3.0,5.0,,,,1.0,1.0,,,,,3.0,4.0,,3.0,3.0,,1.0,4.0,,,2.0,4.0,,,,,1.0,,,,4.0
431.0,1.0,5.0,4.0,5.0,5.0,3.0,1.0,2.0,2.0,,,,5.0,,,,1.0,,3.0,4.0,,5.0,4.0,,,4.0,4.0,,,,5.0,3.0,,2.0,,3.0,5.0,1.0,3.0,,1.0,,,3.0,3.0,,,4.0,1.0,2.0
432.0,2.0,1.0,,,4.0,3.0,2.0,4.0,,5.0,2.0,1.0,,,,3.0,3.0,,,4.0,3.0,4.0,4.0,2.0,,4.0,5.0,,3.0,,,,5.0,2.0,,2.0,1.0,,5.0,2.0,1.0,2.0,,4.0,1.0,,,1.0,,
433.0,1.0,,2.0,,5.0,5.0,,,5.0,3.0,,1.0,,1.0,,,2.0,1.0,,2.0,,1.0,3.0,,,,,2.0,4.0,2.0,2.0,4.0,,4.0,2.0,3.0,4.0,1.0,,4.0,,2.0,4.0,3.0,,1.0,5.0,,1.0,
434.0,5.0,4.0,5.0,4.0,,5.0,1.0,,4.0,4.0,5.0,3.0,,,1.0,1.0,1.0,1.0,,,3.0,4.0,,3.0,,2.0,1.0,5.0,,,5.0,1.0,4.0,2.0,,,,2.0,,,,,5.0,,1.0,3.0,,,4.0,
435.0,,,2.0,4.0,2.0,,,,,5.0,,4.0,,1.0,1.0,2.0,3.0,,2.0,5.0,4.0,,,,3.0,1.0,,,,2.0,,4.0,,,,2.0,4.0,2.0,,5.0,,,3.0,3.0,2.0,1.0,,3.0,3.0,
436.0,4.0,5.0,4.0,,1.0,,4.0,1.0,3.0,2.0,4.0,1.0,,3.0,,4.0,4.0,,,,,,,,,2.0,4.0,4.0,4.0,3.0,,,5.0,4.0,1.0,,,,2.0,3.0,,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0
437.0,,,,1.0,,,1.0,2.0,,2.0,3.0,4.0,,3.0,,3.0,2.0,5.0,,,,2.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,,3.0,1.0,1.0,,4.0,4.0,3.0,2.0,2.0,,4.0,1.0,,,2.0,3.0,2.0,5.0
438.0,3.0,5.0,2.0,,5.0,,1.0,4.0,4.0,5.0,,,5.0,,4.0,2.0,3.0,2.0,5.0,5.0,,1.0,5.0,,5.0,,,5.0,4.0,,1.0,,4.0,2.0,,,5.0,1.0,,2.0,5.0,,1.0,,2.0,4.0,4.0,,,
439.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,,1.0,,,3.0,5.0,5.0,5.0,5.0,5.0,,3.0,,,,5.0,,,1.0,5.0,,,,4.0,3.0,,3.0,4.0,5.0,,2.0,,,,,,3.0,5.0,2.0
440.0,,4.0,,,1.0,4.0,,,2.0,,,,,,,,3.0,3.0,5.0,4.0,4.0,,,3.0,4.0,5.0,2.0,5.0,3.0,,,,,4.0,2.0,,,,4.0,3.0,5.0,4.0,,,,,,,4.0,5.0
441.0,,1.0,2.0,,,4.0,2.0,,3.0,3.0,1.0,,5.0,,5.0,,1.0,5.0,1.0,,,,,,1.0,,4.0,,,,,,,4.0,4.0,5.0,1.0,4.0,,3.0,,,,1.0,,,2.0,,,2.0
442.0,3.0,,3.0,,3.0,,3.0,5.0,1.0,,2.0,,5.0,,3.0,,3.0,5.0,5.0,5.0,4.0,,3.0,,,5.0,5.0,5.0,5.0,,1.0,1.0,,5.0,,2.0,,,2.0,,,5.0,1.0,3.0,1.0,1.0,4.0,5.0,,
443.0,2.0,3.0,4.0,,5.0,5.0,3.0,,2.0,,,,,2.0,,,5.0,3.0,5.0,,,2.0,1.0,2.0,1.0,,1.0,5.0,1.0,2.0,,1.0,,,3.0,5.0,,,,,1.0,3.0,2.0,,5.0,,5.0,,3.0,5.0
444.0,2.0,,,3.0,,,,,,4.0,4.0,,,5.0,,,2.0,,,,3.0,5.0,4.0,1.0,3.0,,5.0,,,2.0,1.0,2.0,4.0,5.0,5.0,1.0,,,2.0,4.0,1.0,,5.0,2.0,,2.0,,,4.0,2.0
445.0,,3.0,5.0,5.0,4.0,3.0,,4.0,2.0,1.0,4.0,5.0,1.0,,2.0,,,1.0,4.0,4.0,5.0,,5.0,,1.0,2.0,,2.0,3.0,4.0,,,,4.0,1.0,3.0,,,,5.0,,,2.0,,2.0,4.0,,,,
446.0,3.0,5.0,,5.0,2.0,3.0,,3.0,,5.0,,3.0,3.0,1.0,2.0,,,4.0,,,,,2.0,2.0,5.0,,,,3.0,2.0,4.0,,,2.0,2.0,3.0,2.0,,5.0,2.0,4.0,,1.0,1.0,,1.0,,,4.0,1.0
447.0,,3.0,5.0,,1.0,,4.0,,,2.0,1.0,,,4.0,,,,1.0,1.0,2.0,,5.0,,3.0,3.0,5.0,2.0,,,,3.0,5.0,1.0,,1.0,1.0,,,,,,5.0,,,,4.0,1.0,4.0,,2.0
448.0,,3.0,2.0,4.0,4.0,3.0,,,4.0,,4.0,4.0,,1.0,,1.0,2.0,2.0,,,,,2.0,1.0,2.0,,1.0,5.0,3.0,,,,,2.0,1.0,3.0,,,1.0,2.0,,,3.0,2.0,5.0,3.0,,3.0,4.0,
449.0,5.0,,,,,2.0,,,2.0,,,,3.0,,4.0,1.0,,3.0,,2.0,,4.0,4.0,,,,3.0,1.0,,3.0,2.0,,2.0,3.0,1.0,5.0,4.0,,4.0,,2.0,1.0,,2.0,3.0,,,,2.0,
450.0,2.0,3.0,4.0,,2.0,5.0,,3.0,5.0,1.0,4.0,3.0,,,4.0,,,,2.0,,,3.0,5.0,1.0,4.0,3.0,,4.0,,1.0,,,,,4.0,,1.0,2.0,,1.0,2.0,,,,,4.0,1.0,4.0,,
451.0,1.0,3.0,,5.0,4.0,,,5.0,,2.0,1.0,1.0,4.0,1.0,4.0,,3.0,,,,,2.0,5.0,,3.0,,,,,,3.0,1.0,4.0,,,2.0,,4.0,5.0,,1.0,3.0,4.0,,4.0,1.0,2.0,2.0,,4.0
452.0,,,,2.0,,3.0,,,,3.0,5.0,1.0,5.0,,5.0,,4.0,,,1.0,,,2.0,3.0,3.0,5.0,3.0,,,,1.0,,3.0,4.0,,4.0,3.0,4.0,1.0,,4.0,3.0,5.0,,3.0,5.0,1.0,1.0,,1.0
453.0,5.0,5.0,2.0,,,4.0,,3.0,,4.0,,4.0,5.0,3.0,,5.0,4.0,5.0,2.0,5.0,,,4.0,3.0,,,2.0,3.0,,1.0,2.0,5.0,,2.0,2.0,,,1.0,1.0,2.0,1.0,2.0,,,,,3.0,5.0,3.0,
454.0,1.0,5.0,,,,,4.0,,,5.0,,3.0,3.0,,,5.0,,2.0,3.0,5.0,1.0,,2.0,,,,5.0,2.0,3.0,,2.0,,2.0,5.0,,,,4.0,,,4.0,2.0,5.0,,1.0,,,5.0,,
455.0,,,5.0,1.0,4.0,5.0,4.0,,3.0,,2.0,,1.0,,3.0,,1.0,4.0,,,3.0,3.0,3.0,,,4.0,,3.0,4.0,1.0,,,4.0,2.0,,2.0,,1.0,2.0,4.0,5.0,,,,3.0,4.0,,,,
456.0,,2.0,,2.0,,3.0,3.0,2.0,,5.0,3.0,5.0,,5.0,,,,5.0,,2.0,,3.0,,1.0,3.0,4.0,1.0,1.0,,,3.0,,2.0,2.0,1.0,3.0,,,,5.0,3.0,,,,,3.0,,3.0,2.0,
457.0,,4.0,,,,4.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,4.0,,,2.0,,5.0,5.0,4.0,,4.0,5.0,5.0,5.0,3.0,,5.0,3.0,,,4.0,,3.0,,5.0,3.0,2.0,2.0,,5.0,5.0,2.0,3.0,4.0,3.0,4.0
458.0,1.0,2.0,3.0,,,,,,3.0,1.0,,,1.0,1.0,5.0,5.0,,,,,4.0,3.0,,1.0,1.0,4.0,,4.0,,2.0,,4.0,2.0,1.0,,5.0,5.0,,5.0,3.0,4.0,,,4.0,5.0,4.0,4.0,,,
459.0,3.0,3.0,,,,3.0,,2.0,,,,5.0,1.0,,3.0,,,4.0,,,1.0,5.0,,5.0,5.0,2.0,,,3.0,2.0,,,4.0,5.0,5.0,4.0,,3.0,1.0,,4.0,,,2.0,1.0,2.0,3.0,,,4.0
460.0,,,1.0,,2.0,,4.0,,1.0,,1.0,,,,2.0,,,1.0,5.0,,3.0,,,,3.0,4.0,2.0,2.0,,1.0,,1.0,5.0,,,,,2.0,,,4.0,,5.0,5.0,,3.0,4.0,2.0,,
461.0,,,4.0,,4.0,,5.0,2.0,5.0,3.0,,,2.0,1.0,,,4.0,1.0,3.0,1.0,4.0,,,1.0,2.0,3.0,2.0,,,3.0,,,,,2.0,1.0,,4.0,,,5.0,5.0,,1.0,,,,2.0,,3.0
462.0,2.0,,3.0,5.0,1.0,3.0,,,5.0,3.0,,2.0,1.0,,1.0,,,1.0,,3.0,4.0,,3.0,5.0,,4.0,,,4.0,,,,,3.0,,4.0,,3.0,1.0,3.0,,,5.0,2.0,2.0,4.0,,2.0,,5.0
463.0,,1.0,2.0,2.0,3.0,1.0,,1.0,4.0,1.0,2.0,1.0,,1.0,1.0,,,3.0,,2.0,5.0,2.0,5.0,,4.0,,4.0,5.0,,,,3.0,5.0,,4.0,2.0,3.0,,,,5.0,,4.0,,4.0,2.0,5.0,1.0,,
464.0,3.0,3.0,,,1.0,,,2.0,,5.0,5.0,,,1.0,1.0,,,5.0,1.0,4.0,3.0,4.0,3.0,,,2.0,,1.0,,1.0,1.0,,4.0,1.0,,4.0,5.0,,,,,3.0,,,5.0,1.0,1.0,2.0,,1.0
465.0,3.0,4.0,,,3.0,5.0,3.0,5.0,2.0,3.0,,,,,1.0,,5.0,4.0,,,,4.0,4.0,1.0,3.0,,3.0,3.0,,3.0,,3.0,,2.0,4.0,5.0,,,2.0,4.0,,1.0,,3.0,,5.0,2.0,2.0,,2.0
466.0,1.0,,,,2.0,,1.0,,,,,,5.0,5.0,3.0,,,3.0,,1.0,,2.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,,3.0,,,,,1.0,,2.0,,4.0,2.0,1.0,4.0,5.0,2.0,
467.0,4.0,5.0,4.0,,,1.0,,,1.0,2.0,5.0,4.0,,,,4.0,,,,3.0,,,3.0,4.0,2.0,1.0,4.0,,,,2.0,,4.0,4.0,2.0,4.0,,,4.0,,,,1.0,5.0,2.0,,5.0,,,
468.0,2.0,,2.0,,,,5.0,1.0,5.0,3.0,,,1.0,,3.0,5.0,,1.0,,,,2.0,,,5.0,,3.0,5.0,,,4.0,,3.0,3.0,5.0,1.0,3.0,,,4.0,1.0,,4.0,,,,,3.0,,3.0
469.0,1.0,1.0,5.0,2.0,1.0,3.0,,,,,,,,,,,5.0,,4.0,1.0,5.0,,,,5.0,1.0,,,,,5.0,3.0,1.0,2.0,,1.0,,3.0,1.0,5.0,1.0,2.0,,5.0,4.0,,,,,
470.0,3.0,,5.0,,,2.0,2.0,,,,,3.0,2.0,5.0,,,,3.0,,4.0,4.0,,2.0,,,2.0,,,,,,,,,,5.0,5.0,,4.0,,3.0,,4.0,,,,,,1.0,
471.0,,2.0,2.0,2.0,,,,2.0,,,4.0,1.0,,4.0,,5.0,5.0,,5.0,,,,2.0,1.0,5.0,,,,4.0,,,1.0,,,2.0,2.0,,2.0,1.0,1.0,2.0,,,,4.0,1.0,,4.0,2.0,5.0
472.0,4.0,5.0,1.0,2.0,,,3.0,,3.0,4.0,5.0,,5.0,1.0,,4.0,1.0,,,1.0,3.0,5.0,2.0,5.0,2.0,,2.0,2.0,5.0,,2.0,,,,,,5.0,4.0,,3.0,3.0,4.0,1.0,4.0,1.0,,,3.0,,
473.0,,4.0,,,,3.0,3.0,,4.0,1.0,5.0,,,3.0,,,1.0,,,5.0,,,,1.0,1.0,2.0,2.0,4.0,1.0,,,5.0,,,,3.0,2.0,4.0,,5.0,,,3.0,1.0,5.0,,,2.0,1.0,2.0
474.0,4.0,,1.0,2.0,3.0,1.0,1.0,5.0,,4.0,,1.0,3.0,,,1.0,3.0,5.0,2.0,3.0,1.0,,4.0,4.0,4.0,4.0,,,,1.0,,5.0,,1.0,4.0,5.0,2.0,,,3.0,2.0,4.0,2.0,,,,,,,1.0
475.0,5.0,4.0,2.0,1.0,,3.0,4.0,,4.0,1.0,1.0,,5.0,,,5.0,3.0,,5.0,,2.0,,5.0,4.0,,4.0,,5.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,,2.0,,,4.0,,,4.0,,3.0,2.0,,
476.0,5.0,2.0,1.0,,4.0,3.0,,,1.0,,2.0,2.0,,3.0,2.0,,,4.0,2.0,,,4.0,,,,,1.0,,5.0,2.0,3.0,3.0,,2.0,,3.0,1.0,,,5.0,,1.0,,1.0,4.0,5.0,4.0,4.0,1.0,4.0
477.0,2.0,,3.0,1.0,,,5.0,3.0,4.0,,,,2.0,1.0,,1.0,3.0,3.0,,,,,5.0,,2.0,2.0,,,,1.0,,3.0,,2.0,2.0,2.0,3.0,1.0,,,,,1.0,,3.0,,2.0,3.0,,
478.0,,,3.0,,2.0,,,5.0,,5.0,,,3.0,,5.0,5.0,4.0,,1.0,,4.0,1.0,,1.0,3.0,3.0,,,5.0,3.0,1.0,1.0,4.0,,,3.0,,,4.0,1.0,2.0,,,,1.0,,2.0,,2.0,
479.0,,2.0,,,,,5.0,,4.0,,,,5.0,,1.0,,1.0,,,3.0,,2.0,,,,1.0,5.0,,4.0,4.0,3.0,,,,2.0,,4.0,,,1.0,,4.0,,2.0,5.0,4.0,,3.0,1.0,
480.0,,1.0,2.0,2.0,,,,,,3.0,1.0,,5.0,,,,,,5.0,5.0,,3.0,,,,,,,2.0,,,,3.0,3.0,1.0,3.0,,1.0,,3.0,4.0,3.0,,,,1.0,1.0,2.0,,3.0
481.0,,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,,3.0,5.0,,3.0,,,,,2.0,2.0,2.0,,,2.0,5.0,5.0,5.0,3.0,,1.0,,4.0,5.0,,5.0,1.0,1.0,3.0,,5.0,1.0,,,,2.0,3.0,4.0
482.0,2.0,,,,,1.0,5.0,4.0,5.0,,1.0,,,2.0,,5.0,,,3.0,4.0,1.0,3.0,5.0,3.0,,1.0,4.0,5.0,,5.0,1.0,3.0,5.0,,,,,,4.0,4.0,3.0,,4.0,,5.0,,1.0,5.0,,5.0
483.0,1.0,,1.0,,1.0,,2.0,5.0,3.0,,,3.0,3.0,5.0,,3.0,4.0,,1.0,1.0,,1.0,3.0,1.0,2.0,2.0,,4.0,1.0,4.0,3.0,2.0,5.0,,3.0,3.0,,,4.0,4.0,2.0,3.0,1.0,,1.0,2.0,4.0,5.0,,
484.0,,5.0,,,5.0,3.0,4.0,5.0,3.0,4.0,5.0,2.0,,,3.0,1.0,3.0,3.0,,,1.0,4.0,,1.0,1.0,,3.0,,5.0,1.0,,4.0,2.0,1.0,1.0,,5.0,5.0,,,,,3.0,4.0,,,,5.0,5.0,3.0
